ResponseId;Q120;MainBranch;Age;Employment;RemotoWork;CodingActivities;EdLevel;LearnCode.1;LearnCode.2;LearnCode.3;LearnCode.4;LearnCode.5;LearnCode.6;LearnCode.7;LearnCode.8;LearnCodeOnline;LearnCodeCoursesCert;YearsCode;YearsCodePro;DevType;OrgSize;PurchaseInfluence;TechList;BuyNewTool;Country;Currency;CompTotal;LanguageHaveWorkedWith;LanguageWantToWorkWith.1;LanguageWantToWorkWith.2;LanguageWantToWorkWith.3;LanguageWantToWorkWith.4;LanguageWantToWorkWith.5;LanguageWantToWorkWith.6;LanguageWantToWorkWith.7;LanguageWantToWorkWith.8;LanguageWantToWorkWith.9;LanguageWantToWorkWith.10;LanguageWantToWorkWith.11;LanguageWantToWorkWith.12;LanguageWantToWorkWith.13;DatabaseHaveWorkedWith;DatabaseWantToWorkWith;PlatformHaveWorkedWith;PlatformWantToWorkWith;WebframeHaveWorkedWith;WebframeWantToWorkWith;MiscTechHaveWorkedWith;MiscTechWantToWorkWith;ToolsTechHaveWorkedWith;ToolsTechWantToWorkWith;NEWCollabToolsHaveWorkedWith;NEWCollabToolsWantToWorkWith;OpSysPersonal use;OpSysProfessional use;OfficeStackAsyncHaveWorkedWith;OfficeStackAsyncWantToWorkWith;OfficeStackSyncHaveWorkedWith;OfficeStackSyncWantToWorkWith;AISearchHaveWorkedWith;AISearchWantToWorkWith;AIDevHaveWorkedWith;AIDevWantToWorkWith;NEWSOSites;SOVisitFreq;SOAccount;SOPartFreq;SOComm;SOAI;AISelect;AISent;AIAcc;AIBen;AIToolInterested in Using;AIToolCurrently Using;AIToolNot interested in Using;AINextVery different;AINextNeither different nor similar;AINextSomewhat similar;AINextVery similar;AINextSomewhat different;TBranch;ICorPM;WorkExp;Knowledge_1;Knowledge_2;Knowledge_3;Knowledge_4;Knowledge_5;Knowledge_6;Knowledge_7;Knowledge_8;Frequency_1;Frequency_2;Frequency_3;TimeSearching;TimeAnswering;ProfessionalTech;Industry;SurveyLength;SurveyEase;ConvertedCompYearly
26048;I agree;I am a developer by profession;35-44 years old;Employed, full-time;Remoto;Hobby;Master’s degree (M.A., M.S., M.Eng., MBA, etc.);Books / Physical media;On the job training;Other online resources (e.g., videos, blogs, forum);;;;;;"Formal documentation provided by the owner of the tech;Books;Written Tutorials;Stack Overflow;Interactive tutorial";NA;34;9;Developer, full-stack;100 to 499 employees;I have little or no influence;NA;"Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2 Crowd";Brazil;"BRL	Brazilian real";NA;"JavaScript;Kotlin;Python";JavaScript;Python;;;;;;;;;;;;PostgreSQL;PostgreSQL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ChatGPT;NA;NA;NA;"Stack Overflow;Stack Exchange";Daily or almost daily;Yes;Less than once per month or monthly;No, not really;NA;No, but I plan to soon;Unfavorable;NA;Somewhat distrust;NA;NA;NA;NA;NA;NA;NA;NA;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Appropriate in length;Neither easy nor difficult;NA
26110;I agree;I am a developer by profession;25-34 years old;Employed, full-time;Remoto;Hobby;Some college/university study without earning a degree;Online Courses or Certification;On the job training;Other online resources (e.g., videos, blogs, forum);;;;;;"Formal documentation provided by the owner of the tech;How-to videos;Video-based Online Courses;Stack Overflow;Interactive tutorial";"Other;Udemy";6;5;Developer, front-end;5,000 to 9,999 employees;I have little or no influence;NA;"Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Research companies that have advertised on sites I visit";Brazil;"BRL	Brazilian real";60000;"C#;HTML/CSS;JavaScript";C#;HTML/CSS;JavaScript;;;;;;;;;;;NA;NA;NA;NA;"jQuery;React;Svelte;Vue.js";"ASP.NET CORE;Svelte;Vue.js";NA;NA;Unity 3D;Unity 3D;"Visual Studio;Visual Studio Code";"Visual Studio;Visual Studio Code";"Ubuntu;Windows";Windows;NA;NA;"Discord;Microsoft Teams";"Discord;Microsoft Teams";Bing AI;Bing AI;NA;NA;Stack Overflow;A few times per month or weekly;Yes;I have never participated in Q&A on Stack Overflow;No, not really;I think the AI can help us.;No, but I plan to soon;Very favorable;NA;Neither trust nor distrust;NA;NA;NA;NA;NA;NA;NA;NA;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Appropriate in length;Neither easy nor difficult;12173
26137;I agree;I am a developer by profession;45-54 years old;Independent contractor, freelancer, or self-employed;Híbrido (alguns remotos, outros presenciais);"Professional development or self-paced learning from online courses;Freelance/contract work";Bachelor’s degree (B.A., B.S., B.Eng., etc.);Books / Physical media;;;;;;;;NA;NA;30;20;Developer, full-stack;2 to 9 employees;I have a great deal of influence;Investigate;"Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow";Brazil;"BRL	Brazilian real";100000;"HTML/CSS;JavaScript;Ruby;SQL";NA;;;;;;;;;;;;;"PostgreSQL;SQLite";NA;"Digital Ocean;Heroku";"Fly.io;Netlify;Render;Vercel";Ruby on Rails;Svelte;NA;NA;"npm;Webpack;Yarn";NA;Visual Studio Code;NA;MacOS;;NA;NA;"Microsoft Teams;Slack;Whatsapp;Zoom";NA;ChatGPT;NA;GitHub Copilot;NA;"Stack Overflow;Stack Exchange";Multiple times per day;Yes;A few times per week;Yes, definitely;It´s a good thing;Yes;Very favorable;"Increase productivity;Greater efficiency;Speed up learning;Improve accuracy in coding";Somewhat trust;"Testing code;Committing and reviewing code;Deployment and monitoring";"Learning about a codebase;Writing code;Documenting code;Debugging and getting help";"Project planning;Collaborating with teammates ";"Learning about a codebase;Writing code;Documenting code;Debugging and getting help";;;;;Yes;People manager;20;Strongly agree;Agree;Agree;Strongly agree;Strongly agree;Agree;Strongly agree;Strongly agree;Never;1-2 times a week;1-2 times a week;60-120 minutes a day;15-30 minutes a day;Developer portal or other central places to find tools/services;Advertising Services;Too long;Neither easy nor difficult;20288
26168;I agree;I am a developer by profession;35-44 years old;Employed, full-time;Remoto;Freelance/contract work;Associate degree (A.A., A.S., etc.); videos, blogs, forum;School (i.e., University, College, etc);;;;;;;"Formal documentation provided by the owner of the tech;Blogs with tips and tricks;How-to videos;Video-based Online Courses;Written-based Online Courses;Written Tutorials;Click to write Choice 20;Stack Overflow";NA;20;15;Developer, full-stack;100 to 499 employees;I have little or no influence;NA;"Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow";Brazil;"BRL	Brazilian real";NA;"HTML/CSS;JavaScript;PHP;SQL";NA;;;;;;;;;;;;;"MariaDB;Microsoft SQL Server;MySQL;PostgreSQL";NA;NA;NA;"jQuery;Laravel;React;WordPress";Laravel;NA;NA;npm;NA;"Notepad++;PhpStorm;Visual Studio Code";"Notepad++;PhpStorm;Visual Studio Code";Windows;Windows;NA;NA;Microsoft Teams;Microsoft Teams;NA;NA;NA;NA;Stack Overflow;A few times per month or weekly;Yes;A few times per month or weekly;Yes, somewhat;NA;No, but I plan to soon;Favorable;NA;Somewhat distrust;NA;NA;NA;NA;NA;NA;NA;NA;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Too long;Easy;NA
26277;I agree;I am a developer by profession;25-34 years old;"Employed, full-time;Independent contractor, freelancer, or self-employed";Remoto;Professional development or self-paced learning from online courses;Bachelor’s degree (B.A., B.S., B.Eng., etc.);Books / Physical media;Online Courses or Certification;On the job training;Other online resources (e.g., videos, blogs, forum);;;;;"Formal documentation provided by the owner of the tech;Books;How-to videos;Video-based Online Courses;Written-based Online Courses;Stack Overflow";Udemy;8;4;Developer, back-end;20 to 99 employees;I have little or no influence;NA;Start a free trial;Brazil;"BRL	Brazilian real";230000;"Assembly;Java;Kotlin;Python;SQL";Assembly;Elixir;Go;Kotlin;Python;SQL;;;;;;;;"Elasticsearch;MongoDB;MySQL;Redis";"Dynamodb;MongoDB;Redis";Amazon Web Services (AWS);"Amazon Web Services (AWS);Firebase";Spring Boot;NA;Spring Framework;"Apache Kafka;Quarkus";"Docker;Gradle;Homebrew;Kubernetes;Make;Maven (build tool)";"Ansible;Chef;Composer;Docker;Gradle;Homebrew;Kubernetes;Make;npm;Terraform";"IntelliJ IDEA;Visual Studio Code";"IntelliJ IDEA;Visual Studio Code";MacOS;MacOS;"Jira;Markdown File;Notion";"Markdown File;Notion;Trello";"Google Chat;Google Meet";"Discord;Slack;Zoom";NA;NA;NA;NA;Stack Overflow;Multiple times per day;Yes;I have never participated in Q&A on Stack Overflow;No, not really;NA;No, but I plan to soon;Favorable;NA;Neither trust nor distrust;NA;NA;NA;NA;NA;NA;NA;NA;Yes;Individual contributor;4;Neither agree nor disagree;Agree;Disagree;Neither agree nor disagree;Neither agree nor disagree;Agree;Agree;Disagree;Never;Never;1-2 times a week;60-120 minutes a day;15-30 minutes a day;"DevOps function;Microservices;Automated testing;Observability tools;Continuous integration (CI) and (more often) continuous delivery";Retail and Consumer Services;Too long;Neither easy nor difficult;46662
26288;I agree;I am a developer by profession;25-34 years old;Independent contractor, freelancer, or self-employed;Remoto;"Hobby;Professional development or self-paced learning from online courses";Bachelor’s degree (B.A., B.S., B.Eng., etc.);Books / Physical media;Colleague;Online Courses or Certification;Other online resources (e.g., videos, blogs, forum);;;;;"Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Books;How-to videos;Written Tutorials;Click to write Choice 20;Stack Overflow";"Other;Udemy;Pluralsight;Coursera";20;15;Developer, back-end;I don’t know;I have some influence;Investigate;"Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow";Brazil;"BRL	Brazilian real";NA;"C#;HTML/CSS;JavaScript;PowerShell;SQL";C#;HTML/CSS;JavaScript;PowerShell;Rust;SQL;;;;;;;;"Microsoft SQL Server;SQLite";"Microsoft SQL Server;PostgreSQL;Redis";Microsoft Azure;"Amazon Web Services (AWS);Microsoft Azure";"ASP.NET;ASP.NET CORE;jQuery";ASP.NET CORE;".NET (5+) ;.NET Framework (1.0 - 4.8)";".NET (5+) ;.NET MAUI;RabbitMQ;Uno Platform";"NuGet;Visual Studio Solution";"Kubernetes;NuGet;Visual Studio Solution";"Notepad++;Visual Studio;Visual Studio Code";"Notepad++;Visual Studio;Visual Studio Code";Windows;Windows;NA;NA;"Discord;Microsoft Teams;Whatsapp";"Discord;Slack";NA;NA;NA;NA;"Stack Overflow;Stack Exchange";A few times per week;Yes;Less than once per month or monthly;Neutral;NA;No, and I don't plan to;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Appropriate in length;Easy;NA
26313;I agree;I am a developer by profession;25-34 years old;Employed, full-time;Presencial;Hobby;Associate degree (A.A., A.S., etc.);Other (please specify):;;;;;;;;NA;NA;16;13;Developer, full-stack;100 to 499 employees;I have some influence;Investigate;"Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2 Crowd";Brazil;"BRL	Brazilian real";104000;"Dart;JavaScript;Ruby";Dart;JavaScript;Ruby;;;;;;;;;;;"MariaDB;MongoDB;MySQL";"MariaDB;MongoDB;MySQL";"Firebase;Linode, now Akamai";"Amazon Web Services (AWS);Firebase;Linode, now Akamai";"Angular;jQuery;Laravel;Vue.js";"Angular;jQuery;Laravel;Vue.js";Flutter;Flutter;"Docker;npm;Webpack";"Docker;npm;Webpack";Visual Studio Code;Visual Studio Code;Ubuntu;Ubuntu;NA;NA;"Discord;Skype";Microsoft Teams;NA;NA;NA;NA;Stack Overflow;A few times per week;Yes;Less than once per month or monthly;Yes, somewhat;It would be nice to prevent duplicated questions;No, but I plan to soon;Favorable;NA;Somewhat distrust;NA;NA;NA;NA;NA;NA;NA;NA;Yes;Individual contributor;13;Agree;Neither agree nor disagree;Agree;Agree;Agree;Agree;Agree;Agree;1-2 times a week;1-2 times a week;1-2 times a week;Less than 15 minutes a day;Less than 15 minutes a day;"DevOps function;Automated testing";Information Services, IT, Software Development, or other Technology;Appropriate in length;Neither easy nor difficult;21099
26370;I agree;I am a developer by profession;25-34 years old;Employed, full-time;Remoto;"Hobby;Contribute to open-source projects;Professional development or self-paced learning from online courses";Bachelor’s degree (B.A., B.S., B.Eng., etc.);Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);;;;;;"Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Books;Click to write Choice 20;Stack Overflow";NA;13;11;Developer, full-stack;20 to 99 employees;I have a great deal of influence;Investigate;"Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2 Crowd";Brazil;"BRL	Brazilian real";221000;"Bash/Shell (all shells);C#;C++;Dart;HTML/CSS;Java;JavaScript;Kotlin;Lua;PHP;PowerShell;Python;Ruby;SQL;Swift;TypeScript";Bash/Shell (all shells);C#;Dart;HTML/CSS;JavaScript;PowerShell;Rust;SQL;TypeScript;;;;;"Elasticsearch;MongoDB;MySQL;PostgreSQL;Redis";"PostgreSQL;Redis";"Amazon Web Services (AWS);Cloudflare;Digital Ocean;Firebase;Google Cloud;Heroku;IBM Cloud Or Watson;Microsoft Azure;Netlify;OpenShift;Vercel";"Cloudflare;IBM Cloud Or Watson;Microsoft Azure;Vercel";"Angular;ASP.NET;ASP.NET CORE;Blazor;Deno;Express;Fastify;Lit;NestJS;Next.js;Node.js;React;Ruby on Rails;Svelte;Vue.js;WordPress";"Angular;ASP.NET;ASP.NET CORE;Blazor;NestJS;Node.js;Ruby on Rails;Svelte";".NET (5+) ;.NET Framework (1.0 - 4.8);.NET MAUI;Electron;Flutter;Ionic;NumPy;Opencv;Qt;React Native;SwiftUI;Tauri;Uno Platform;Xamarin";".NET (5+) ;.NET MAUI;Flutter;Tauri;Uno Platform";"Bun;Cargo;Chocolatey;Docker;Gradle;npm;NuGet;pnpm;Visual Studio Solution;Vite;Webpack;Yarn";"Cargo;NuGet;Vite";"Android Studio;DataGrip;Fleet;Vim;Visual Studio;Visual Studio Code;WebStorm";"Vim;Visual Studio;Visual Studio Code";"Android;Windows";"Android;Windows;Windows Subsystem for Linux (WSL)";"Azure Devops;Confluence;Jira;Linear;Notion;Trello";"Azure Devops;Confluence;Jira;Linear";"Discord;IRC;Matrix;Mattermost;Microsoft Teams;Rocketchat;Signal;Slack;Telegram;Whatsapp;Zoom";"IRC;Matrix";"Bing AI;ChatGPT;WolframAlpha";"Bing AI;ChatGPT;WolframAlpha";GitHub Copilot;GitHub Copilot;"Stack Overflow;Stack Exchange;Collectives on Stack Overflow";Multiple times per day;Yes;I have never participated in Q&A on Stack Overflow;No, not really;Nothing against;Yes;Favorable;Increase productivity;Highly distrust;"Project planning;Committing and reviewing code;Deployment and monitoring";"Learning about a codebase;Writing code;Documenting code;Testing code";Collaborating with teammates ;"Documenting code;Testing code";;;;"Learning about a codebase;Writing code";Yes;Individual contributor;12;Strongly agree;Strongly disagree;Agree;Disagree;Neither agree nor disagree;Strongly agree;Strongly agree;Strongly agree;Never;1-2 times a week;1-2 times a week;15-30 minutes a day;Over 120 minutes a day;"DevOps function;Microservices;Observability tools;Continuous integration (CI) and (more often) continuous delivery";Information Services, IT, Software Development, or other Technology;Too long;Neither easy nor difficult;44836
26408;I agree;I am a developer by profession;25-34 years old;Employed, full-time;Híbrido (alguns remotos, outros presenciais);Contribute to open-source projects;Bachelor’s degree (B.A., B.S., B.Eng., etc.);Colleague;Online Courses or Certification;On the job training;School (i.e., University, College, etc);;;;;NA;"Codecademy;Udemy;Coursera;Udacity";13;7;Engineering manager;5,000 to 9,999 employees;I have little or no influence;NA;"Ask developers I know/work with;Visit developer communities like Stack Overflow";Brazil;"BRL	Brazilian real";350000;"C#;Clojure;Dart;Java;PHP";Clojure;Java;;;;;;;;;;;;"Datomic;Dynamodb;MongoDB;MySQL;PostgreSQL;SQLite";"Datomic;Dynamodb;MongoDB";Amazon Web Services (AWS);Amazon Web Services (AWS);"Node.js;Vue.js";Node.js;NA;NA;npm;npm;"Android Studio;IntelliJ IDEA;Nano;Sublime Text";"IntelliJ IDEA;Nano;Sublime Text";Windows;MacOS;Jira;NA;"Google Meet;Slack";"Google Meet;Slack";NA;NA;NA;NA;"Stack Overflow;Stack Exchange;Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies)";A few times per month or weekly;Yes;Less than once per month or monthly;No, not really;NA;No, and I don't plan to;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Appropriate in length;Easy;71007
26570;I agree;I am a developer by profession;25-34 years old;Independent contractor, freelancer, or self-employed;Remoto;"Hobby;Bootstrapping a business;Professional development or self-paced learning from online courses";Some college/university study without earning a degree;Online Courses or Certification;Other online resources (e.g., videos, blogs, forum);;;;;;;"Formal documentation provided by the owner of the tech;Blogs with tips and tricks;How-to videos;Video-based Online Courses;Stack Overflow";"Other;Udemy";8;6;Developer, back-end;20 to 99 employees;I have some influence;Investigate;Start a free trial;Brazil;"BRL	Brazilian real";192000;"HTML/CSS;JavaScript;PHP;SQL";HTML/CSS;JavaScript;PHP;Python;SQL;;;;;;;;;"MariaDB;MongoDB;PostgreSQL;Redis";"MariaDB;MongoDB;PostgreSQL;Redis";"Amazon Web Services (AWS);Microsoft Azure;OVH";"Amazon Web Services (AWS);Microsoft Azure;OVH";"Express;FastAPI;Fastify;Laravel;Node.js;Vue.js";"Express;FastAPI;Fastify;Laravel;Node.js;Vue.js";NA;NA;"Ansible;Docker;Kubernetes;npm;Pip;Terraform;Vite;Webpack;Yarn";"Ansible;Docker;Kubernetes;npm;Pip;pnpm;Terraform;Vite";"Vim;Visual Studio";"Vim;Visual Studio";Other (Please Specify):;"MacOS;Other (Please Specify):";"Azure Devops;GitHub Discussions";"Azure Devops;GitHub Discussions";"Discord;Google Meet;Microsoft Teams;Slack;Whatsapp;Zoom";"Discord;Google Meet;Microsoft Teams;Whatsapp";ChatGPT;ChatGPT;GitHub Copilot;NA;Stack Overflow;Daily or almost daily;Yes;Less than once per month or monthly;Yes, somewhat;Can be good. Maybe try make some map between the last questions that someone saw and auto suggest the next topics. The same for the community, check the last answers that I did and suggest me some new questions to answer and AI help;Yes;Favorable;Increase productivity;Somewhat trust;"Learning about a codebase;Project planning;Documenting code;Committing and reviewing code";"Writing code;Debugging and getting help;Testing code";"Deployment and monitoring;Collaborating with teammates ";;Writing code;;;"Debugging and getting help;Testing code";No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Appropriate in length;Neither easy nor difficult;38952
26693;I agree;I am a developer by profession;25-34 years old;"Employed, full-time;Independent contractor, freelancer, or self-employed";Remoto;"Hobby;Bootstrapping a business;Professional development or self-paced learning from online courses;Freelance/contract work";Bachelor’s degree (B.A., B.S., B.Eng., etc.);Hackathons (virtual or in-person);Online Courses or Certification;On the job training;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);;;;"Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Recorded coding sessions;How-to videos;Video-based Online Courses;Written-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);Written Tutorials;Click to write Choice 20;Stack Overflow;Interactive tutorial;Certification videos;Programming Games";"Codecademy;Udemy;Coursera;Udacity";15;13;Developer, back-end;1,000 to 4,999 employees;I have little or no influence;NA;"Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Research companies that have advertised on sites I visit;Research companies that have emailed me";Brazil;"BRL	Brazilian real";350000;"Bash/Shell (all shells);C;C++;Dart;Go;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Objective-C;Python;SQL;TypeScript";Bash/Shell (all shells);Dart;Elixir;Go;HTML/CSS;Python;Rust;SQL;TypeScript;;;;;"Cassandra;Cloud Firestore;Dynamodb;Firebase Realtime Database;MariaDB;Microsoft Access;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis;SQLite";"BigQuery;Dynamodb;Elasticsearch;MongoDB;MySQL;PostgreSQL;Redis;Snowflake;SQLite;Supabase";"Amazon Web Services (AWS);Firebase;Heroku;Microsoft Azure;Netlify;OpenShift";"Amazon Web Services (AWS);Cloudflare;Digital Ocean;Google Cloud;Heroku;Microsoft Azure;Netlify";"ASP.NET;ASP.NET CORE;Django;Express;FastAPI;Flask;jQuery;Node.js;React;Spring Boot;WordPress";"Django;Express;FastAPI;Flask;Node.js;Phoenix;React";"Cordova;Electron;Flutter;NumPy;OpenGL;Pandas;Qt;RabbitMQ;Scikit-Learn;Spring Framework;Xamarin";"Flutter;NumPy;Pandas;RabbitMQ;Scikit-Learn";"Ansible;Chef;Chocolatey;CMake;Docker;Gradle;Homebrew;Kubernetes;Make;npm;Pip;Terraform;Unreal Engine;Yarn";"Chocolatey;Docker;Gradle;Homebrew;Kubernetes;Make;npm;Pip;Terraform;Yarn";"Android Studio;Eclipse;Goland;IntelliJ IDEA;Jupyter Notebook/JupyterLab;Nano;Netbeans;PyCharm;Qt Creator;Sublime Text;Visual Studio;Visual Studio Code;Xcode";"Android Studio;Goland;IntelliJ IDEA;PyCharm;Visual Studio Code";"Android;Windows;Windows Subsystem for Linux (WSL)";"Android;Debian;MacOS;Ubuntu;Windows;Windows Subsystem for Linux (WSL)";"Airtable;Confluence;GitHub Discussions;Jira;Markdown File;Miro";"Confluence;Jira;Markdown File";"Discord;Google Chat;Google Meet;Rocketchat;Skype;Slack;Telegram;Whatsapp;Zoom";"Discord;Slack;Whatsapp";"Bing AI;ChatGPT;WolframAlpha";"Bing AI;ChatGPT;Google Bard AI";AWS CodeWhisperer;"AWS CodeWhisperer;GitHub Copilot;Replit Ghostwriter";"Stack Overflow;Stack Exchange";A few times per week;Yes;Less than once per month or monthly;Neutral;I think it is good, it would improve answer time on duplicated questions and may help to find the correct response for terms we don't know how to search properly;Yes;Very favorable;"Increase productivity;Greater efficiency;Speed up learning;Improve accuracy in coding;Improve collaboration";Somewhat trust;"Debugging and getting help;Deployment and monitoring;Collaborating with teammates ";"Learning about a codebase;Project planning;Writing code;Documenting code;Testing code;Committing and reviewing code";;;;"Project planning;Committing and reviewing code";"Learning about a codebase;Writing code;Documenting code;Testing code";;Yes;Individual contributor;15;Strongly agree;Strongly agree;Strongly disagree;Strongly disagree;Strongly disagree;Strongly agree;Strongly disagree;Strongly disagree;1-2 times a week;10+ times a week;3-5 times a week;60-120 minutes a day;30-60 minutes a day;"DevOps function;Observability tools;Innersource initiative;Continuous integration (CI) and (more often) continuous delivery";Financial Services;Too long;Neither easy nor difficult;71007
